Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Brand,Model,Age,Country
Renault KWID RXT,Pune,4598.88,2017,4700,Petrol,Manual,First,25.17,799,53.3,5.0,Renault,KWID RXT,7,France
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,49851.86,2014,72469,Diesel,Automatic,First,12.07,2967,241.4,7.0,Audi,Q7 3.0 TDI Quattro Premium Plus,10,Germany
Hyundai Verna 1.6 SX CRDI (O) AT,Pune,11880.44,2014,57539,Diesel,Automatic,First,22.32,1582,126.32,5.0,Hyundai,Verna 1.6 SX CRDI (O) AT,10,South Korea
Toyota Innova Crysta 2.8 ZX AT,Delhi,30046.02,2016,42000,Diesel,Automatic,First,11.36,2755,171.5,7.0,Toyota,Innova Crysta 2.8 ZX AT,8,Japan
Hyundai i20 Sportz Option,Delhi,3985.7,2010,62489,Petrol,Manual,First,17.0,1197,80.0,5.0,Hyundai,i20 Sportz Option,14,South Korea
Volkswagen Polo Petrol Comfortline 1.2L,Mumbai,5763.93,2013,51167,Petrol,Manual,First,16.47,1198,73.9,5.0,Volkswagen,Polo Petrol Comfortline 1.2L,11,Germany
Volkswagen Vento Diesel Trendline,Chennai,7281.56,2012,130000,Diesel,Manual,First,20.54,1598,103.6,5.0,Volkswagen,Vento Diesel Trendline,12,Germany
Honda City ZX GXi,Mumbai,2682.68,2007,63000,Petrol,Manual,Second,17.7,1497,78.0,5.0,Honda,City ZX GXi,17,Japan
Hyundai Verna Transform Xxi ABS,Bangalore,6055.19,2011,60000,Petrol,Manual,First,16.2,1599,103.2,5.0,Hyundai,Verna Transform Xxi ABS,13,South Korea
Hyundai Accent GLE,Pune,1532.96,2005,123200,Petrol,Manual,Second,13.2,1495,94.0,5.0,Hyundai,Accent GLE,19,South Korea
Skoda Laura Ambiente 2.0 TDI CR AT,Jaipur,6898.32,2011,115692,Diesel,Automatic,First,20.0,1968,138.1,5.0,Skoda,Laura Ambiente 2.0 TDI CR AT,13,Czech Republic
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Coimbatore,26412.9,2011,87073,Petrol,Automatic,First,10.93,2497,204.0,5.0,Mercedes-Benz,E-Class 2009-2013 E 250 Elegance,13,Germany
Hyundai i20 Sportz 1.2,Kochi,8829.85,2015,40901,Petrol,Manual,First,18.6,1197,81.83,5.0,Hyundai,i20 Sportz 1.2,9,South Korea
Hyundai i10 Magna 1.2,Coimbatore,6622.39,2013,36264,Petrol,Manual,First,20.36,1197,78.9,5.0,Hyundai,i10 Magna 1.2,11,South Korea
Hyundai i10 Magna 1.1L,Delhi,2912.62,2009,60000,Petrol,Manual,Second,19.81,1086,68.05,5.0,Hyundai,i10 Magna 1.1L,15,South Korea
Volkswagen Ameo 1.2 MPI Anniversary Edition,Pune,8431.28,2018,20000,Petrol,Manual,First,17.0,1198,74.0,5.0,Volkswagen,Ameo 1.2 MPI Anniversary Edition,6,Germany
Toyota Camry 2.5 G,Mumbai,20694.96,2014,68400,Petrol,Automatic,First,12.98,2494,178.4,5.0,Toyota,Camry 2.5 G,10,Japan
Mahindra XUV500 W8 2WD,Bangalore,14946.36,2013,71231,Diesel,Manual,Second,16.0,2179,140.0,7.0,Mahindra,XUV500 W8 2WD,11,India
Skoda Superb Elegance 2.0 TDI CR AT,Hyderabad,14471.14,2011,75000,Diesel,Automatic,First,17.2,1968,138.1,5.0,Skoda,Superb Elegance 2.0 TDI CR AT,13,Czech Republic
Maruti Wagon R VXI AMT,Mumbai,6821.67,2018,1997,Petrol,Automatic,First,22.5,998,67.0,5.0,Maruti,Wagon R VXI AMT,6,India
Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,13566.7,2016,47300,Diesel,Manual,First,24.3,1248,88.5,5.0,Maruti,Vitara Brezza ZDi Plus Dual Tone,8,India
Hyundai Santro Xing GL,Delhi,3295.86,2012,61449,Petrol,Manual,First,0.0,1086,62.0,5.0,Hyundai,Santro Xing GL,12,South Korea
Volkswagen Vento Diesel Comfortline,Kochi,7496.17,2013,47910,Diesel,Manual,First,20.54,1598,103.6,5.0,Volkswagen,Vento Diesel Comfortline,11,Germany
Volkswagen Polo 1.5 TDI Highline,Hyderabad,9581.0,2015,62000,Diesel,Manual,First,20.14,1498,88.8,5.0,Volkswagen,Polo 1.5 TDI Highline,9,Germany
Maruti Swift ZDi,Chennai,7358.21,2012,65060,Diesel,Manual,First,22.9,1248,74.0,5.0,Maruti,Swift ZDi,12,India
Hyundai i10 Era 1.1,Jaipur,2759.33,2008,82203,Petrol,Manual,First,19.81,1086,68.05,5.0,Hyundai,i10 Era 1.1,16,South Korea
Mahindra XUV500 W8 2WD,Kolkata,11113.96,2013,44000,Diesel,Manual,First,16.0,2179,140.0,7.0,Mahindra,XUV500 W8 2WD,11,India
Maruti Ertiga VDI,Coimbatore,11589.18,2014,53817,Diesel,Manual,First,25.47,1248,88.5,7.0,Maruti,Ertiga VDI,10,India
Mahindra XUV500 W8 2WD,Kochi,10454.79,2013,61591,Diesel,Manual,First,16.0,2179,140.0,7.0,Mahindra,XUV500 W8 2WD,11,India
Tata Manza Aura Quadrajet BS IV,Jaipur,2759.33,2011,86500,Diesel,Manual,Second,21.12,1248,88.8,5.0,Tata,Manza Aura Quadrajet BS IV,13,India
Mercedes-Benz E-Class 280 CDI,Pune,17629.04,2009,100000,Diesel,Automatic,First,11.0,2987,198.5,5.0,Mercedes-Benz,E-Class 280 CDI,15,Germany
Maruti SX4 Zxi with Leather BSIII,Chennai,4292.29,2010,87000,Petrol,Manual,First,15.6,1586,104.68,5.0,Maruti,SX4 Zxi with Leather BSIII,14,India
Maruti Wagon R AMT VXI,Hyderabad,8431.28,2016,35000,Petrol,Automatic,First,20.51,998,67.0,5.0,Maruti,Wagon R AMT VXI,8,India
Datsun GO NXT,Kolkata,4138.99,2016,6000,Petrol,Manual,First,20.63,1198,67.06,5.0,Datsun,GO NXT,8,Japan
Ford Figo Diesel ZXI,Jaipur,4982.12,2014,59327,Diesel,Manual,First,20.0,1399,68.0,5.0,Ford,Figo Diesel ZXI,10,USA
Skoda Superb Elegance 2.0 TDI CR AT,Coimbatore,16709.26,2014,81001,Diesel,Automatic,First,17.2,1968,138.1,5.0,Skoda,Superb Elegance 2.0 TDI CR AT,10,Czech Republic
Hyundai i20 1.2 Magna,Kochi,6239.15,2014,44612,Petrol,Manual,First,18.5,1197,80.0,5.0,Hyundai,i20 1.2 Magna,10,South Korea
Toyota Innova Crysta 2.8 ZX AT,Ahmedabad,27593.28,2016,42388,Diesel,Automatic,First,11.36,2755,171.5,7.0,Toyota,Innova Crysta 2.8 ZX AT,8,Japan
Honda Brio V MT,Mumbai,4522.23,2012,54000,Petrol,Manual,First,19.4,1198,86.8,5.0,Honda,Brio V MT,12,Japan
Skoda Superb Elegance 2.0 TDI CR AT,Mumbai,11497.2,2011,83010,Diesel,Automatic,First,17.2,1968,138.1,5.0,Skoda,Superb Elegance 2.0 TDI CR AT,13,Czech Republic
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,50173.78,2016,65405,Diesel,Automatic,First,13.0,2143,204.0,5.0,Mercedes-Benz,E-Class 2015-2017 E250 CDI Avantgarde,8,Germany
Toyota Fortuner 4x2 AT TRD Sportivo,Delhi,32958.64,2015,36000,Diesel,Automatic,Second,12.55,2982,168.7,7.0,Toyota,Fortuner 4x2 AT TRD Sportivo,9,Japan
Maruti SX4 ZXI MT BSIV,Pune,3832.4,2008,85000,Petrol,Manual,First,16.51,1586,103.2,5.0,Maruti,SX4 ZXI MT BSIV,16,India
Honda Jazz 1.5 V i DTEC,Ahmedabad,8431.28,2016,35000,Diesel,Manual,First,27.3,1498,98.6,5.0,Honda,Jazz 1.5 V i DTEC,8,Japan
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,11497.2,2012,54000,Petrol,Automatic,First,14.53,1794,138.1,5.0,Toyota,Corolla Altis 2008-2013 1.8 VL AT,12,Japan
Honda City ZX VTEC,Mumbai,2376.09,2007,70000,Petrol,Manual,First,16.9,1497,100.0,5.0,Honda,City ZX VTEC,17,Japan
BMW X1 xDrive 20d M Sport,Kolkata,44455.84,2017,27001,Diesel,Automatic,First,20.68,1995,190.0,5.0,BMW,X1 xDrive 20d M Sport,7,Germany
Maruti Swift DDiS VDI,Coimbatore,12876.86,2019,41075,Diesel,Manual,First,28.4,1248,74.0,5.0,Maruti,Swift DDiS VDI,5,India
Mahindra KUV 100 mFALCON D75 K8,Hyderabad,9964.24,2016,26000,Diesel,Manual,First,25.32,1198,77.0,6.0,Mahindra,KUV 100 mFALCON D75 K8,8,India
Honda Jazz Mode,Mumbai,3602.46,2010,55000,Petrol,Manual,First,16.0,1198,90.0,5.0,Honda,Jazz Mode,14,Japan
Maruti Swift ZXI,Mumbai,8507.93,2016,19000,Petrol,Manual,First,20.4,1197,81.8,5.0,Maruti,Swift ZXI,8,India
Hyundai Grand i10 Asta Option AT,Mumbai,8201.34,2016,15000,Petrol,Automatic,First,18.9,1197,82.0,5.0,Hyundai,Grand i10 Asta Option AT,8,South Korea
Honda Amaze SX i-VTEC,Chennai,8048.04,2016,37000,Petrol,Manual,First,17.8,1198,86.7,5.0,Honda,Amaze SX i-VTEC,8,Japan
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,8998.48,2017,38712,Petrol,Manual,First,18.9,1197,81.86,5.0,Hyundai,Grand i10 1.2 Kappa Sportz,7,South Korea
Volkswagen Vento Diesel Comfortline,Kochi,8216.67,2014,52400,Diesel,Manual,First,20.54,1598,103.6,5.0,Volkswagen,Vento Diesel Comfortline,10,Germany
Maruti Ciaz 1.3 S,Bangalore,11880.44,2016,23988,Diesel,Manual,First,28.09,1248,88.5,5.0,Maruti,Ciaz 1.3 S,8,India
Volkswagen Vento Petrol Highline AT,Kochi,8293.31,2014,32283,Petrol,Automatic,Second,14.4,1598,103.6,5.0,Volkswagen,Vento Petrol Highline AT,10,Germany
Hyundai i20 1.2 Magna,Bangalore,5595.3,2010,52000,Petrol,Manual,First,18.5,1197,80.0,5.0,Hyundai,i20 1.2 Magna,14,South Korea
Honda Brio VX AT,Pune,8048.04,2016,32000,Petrol,Automatic,First,16.5,1198,86.8,5.0,Honda,Brio VX AT,8,Japan
Honda City i VTEC VX,Kolkata,9581.0,2014,39000,Petrol,Manual,First,17.4,1497,117.3,5.0,Honda,City i VTEC VX,10,Japan
Tata Nano XT,Coimbatore,5319.37,2017,14149,Petrol,Manual,First,23.9,624,37.48,4.0,Tata,Nano XT,7,India
Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,13566.7,2006,103000,Petrol,Automatic,First,10.13,3498,364.9,5.0,Mercedes-Benz,S Class 2005 2013 S 350 L,18,Germany
Maruti Wagon R LXI BSIII,Pune,1303.02,2004,82000,Petrol,Manual,First,14.0,1061,64.0,5.0,Maruti,Wagon R LXI BSIII,20,India
Skoda Superb Elegance 1.8 TSI AT,Mumbai,20924.9,2015,34000,Petrol,Automatic,First,13.7,1798,157.75,5.0,Skoda,Superb Elegance 1.8 TSI AT,9,Czech Republic
Audi Q7 35 TDI Quattro Technology,Coimbatore,76985.25,2016,45180,Diesel,Automatic,First,12.07,2967,241.4,7.0,Audi,Q7 35 TDI Quattro Technology,8,Germany
Maruti Swift ZXI Plus,Ahmedabad,11880.44,2018,2000,Petrol,Manual,First,22.0,1197,81.8,5.0,Maruti,Swift ZXI Plus,6,India
Toyota Innova 2.5 G4 Diesel 7-seater,Coimbatore,15406.25,2011,82321,Diesel,Manual,First,12.8,2494,102.0,7.0,Toyota,Innova 2.5 G4 Diesel 7-seater,13,Japan
BMW 3 Series 320i Sedan,Kolkata,14946.36,2011,7000,Petrol,Automatic,First,12.05,1995,154.0,5.0,BMW,3 Series 320i Sedan,13,Germany
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,35258.08,2015,27000,Diesel,Automatic,First,17.9,2143,136.0,5.0,Mercedes-Benz,GLA Class 200 CDI SPORT,9,Germany
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,32836.0,2019,31271,Diesel,Manual,First,13.68,2393,147.8,8.0,Toyota,Innova Crysta 2.4 VX MT 8S,5,Japan
Maruti Swift VDI BSIV,Delhi,7986.72,2014,24000,Diesel,Manual,First,25.2,1248,74.0,5.0,Maruti,Swift VDI BSIV,10,India
Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,11497.2,2009,147000,Diesel,Manual,First,12.99,2494,100.6,7.0,Toyota,Innova 2.5 GX (Diesel) 7 Seater,15,Japan
Chevrolet Beat LT,Chennai,2682.68,2010,115000,Petrol,Manual,First,18.6,1199,79.4,5.0,Chevrolet,Beat LT,14,USA
Ford Ikon 1.4 TDCi DuraTorq,Jaipur,1532.96,2010,82000,Diesel,Manual,Second,13.8,1399,68.0,5.0,Ford,Ikon 1.4 TDCi DuraTorq,14,USA
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,50587.68,2016,20000,Diesel,Automatic,First,19.27,2143,170.0,5.0,Mercedes-Benz,New C-Class C 220 CDI Avantgarde,8,Germany
Toyota Etios G,Kolkata,3372.51,2011,45560,Petrol,Manual,First,17.6,1496,88.73,5.0,Toyota,Etios G,13,Japan
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Kochi,19667.88,2017,57539,Diesel,Manual,First,12.8,2494,102.0,7.0,Toyota,Innova 2.5 GX (Diesel) 7 Seater BS IV,7,Japan
BMW 6 Series Gran Coupe,Kochi,105682.26,2018,20004,Diesel,Automatic,First,17.54,2993,313.0,4.0,BMW,6 Series Gran Coupe,6,Germany
Skoda Rapid 1.5 TDI Ambition,Mumbai,6285.14,2012,54500,Diesel,Manual,First,21.13,1498,108.4,5.0,Skoda,Rapid 1.5 TDI Ambition,12,Czech Republic
Hyundai EON Magna,Jaipur,4368.94,2016,27886,Petrol,Manual,First,22.0,814,55.0,5.0,Hyundai,EON Magna,8,South Korea
Honda CR-V 2.4L 4WD AT,Mumbai,5671.95,2007,66000,Petrol,Automatic,First,11.1,2354,158.8,5.0,Honda,CR-V 2.4L 4WD AT,17,Japan
Skoda Laura Elegance 2.0 TDI CR AT,Coimbatore,13888.62,2013,72202,Diesel,Automatic,First,20.0,1968,138.1,5.0,Skoda,Laura Elegance 2.0 TDI CR AT,11,Czech Republic
Skoda Laura RS,Delhi,7281.56,2011,70000,Petrol,Manual,Second,13.4,1798,157.8,5.0,Skoda,Laura RS,13,Czech Republic
Honda City i DTec S,Jaipur,10117.54,2015,78233,Diesel,Manual,First,26.0,1498,98.6,5.0,Honda,City i DTec S,9,Japan
Tata New Safari 4X4 EX,Chennai,5365.36,2007,120203,Diesel,Manual,Second,13.93,2179,138.0,7.0,Tata,New Safari 4X4 EX,17,India
Maruti Zen Estilo LXI BS IV,Pune,3065.92,2011,20575,Petrol,Manual,First,19.0,998,67.1,5.0,Maruti,Zen Estilo LXI BS IV,13,India
Honda Amaze S i-VTEC,Mumbai,5963.21,2013,39879,Petrol,Manual,First,17.8,1198,86.7,5.0,Honda,Amaze S i-VTEC,11,Japan
Renault KWID 1.0 RXL,Jaipur,5518.66,2017,31056,Petrol,Manual,First,23.01,999,67.0,5.0,Renault,KWID 1.0 RXL,7,France
Maruti Ciaz AT ZXi,Mumbai,10654.07,2015,50940,Petrol,Automatic,First,19.12,1373,91.1,5.0,Maruti,Ciaz AT ZXi,9,India
Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,10776.71,2016,99362,Diesel,Manual,First,22.54,1396,88.73,5.0,Hyundai,i20 Asta Option 1.4 CRDi,8,South Korea
Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,25293.84,2016,54000,Diesel,Manual,First,13.68,2393,147.8,7.0,Toyota,Innova Crysta 2.4 ZX MT,8,Japan
Maruti Ciaz ZDi Plus SHVS,Coimbatore,11757.8,2016,54268,Diesel,Manual,First,28.09,1248,88.5,5.0,Maruti,Ciaz ZDi Plus SHVS,8,India
Jaguar XF Diesel,Coimbatore,35549.34,2012,94521,Diesel,Automatic,First,14.74,2993,270.9,5.0,Jaguar,XF Diesel,12,UK
Hyundai Xcent 1.2 Kappa S,Kochi,9519.68,2017,38932,Petrol,Manual,First,19.1,1197,82.0,5.0,Hyundai,Xcent 1.2 Kappa S,7,South Korea
Porsche Cayenne Diesel,Coimbatore,70240.23,2015,60395,Diesel,Automatic,First,16.12,2967,245.0,5.0,Porsche,Cayenne Diesel,9,Germany
Hyundai Xcent 1.1 CRDi S,Mumbai,9121.11,2016,29000,Diesel,Manual,First,24.4,1120,71.0,5.0,Hyundai,Xcent 1.1 CRDi S,8,South Korea
Audi A4 2.0 TDI Multitronic,Delhi,16862.56,2011,58000,Diesel,Automatic,First,16.55,1968,140.0,5.0,Audi,A4 2.0 TDI Multitronic,13,Germany
Maruti Ciaz RS ZXi Plus,Coimbatore,11021.98,2016,60913,Petrol,Manual,First,20.73,1373,91.1,5.0,Maruti,Ciaz RS ZXi Plus,8,India
Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,9810.94,2011,65000,Diesel,Manual,First,12.8,2494,102.0,8.0,Toyota,Innova 2.5 G4 Diesel 8-seater,13,Japan
Mercedes-Benz New C-Class 220 CDI MT,Chennai,39856.96,2015,26000,Diesel,Manual,First,15.8,2148,170.0,5.0,Mercedes-Benz,New C-Class 220 CDI MT,9,Germany
Hyundai i10 Sportz,Hyderabad,6898.32,2016,19947,Petrol,Manual,First,20.36,1197,78.9,5.0,Hyundai,i10 Sportz,8,South Korea
Hyundai i10 Sportz 1.2 AT,Chennai,4752.18,2011,70816,Petrol,Automatic,First,16.95,1197,78.9,5.0,Hyundai,i10 Sportz 1.2 AT,13,South Korea
Maruti Baleno Zeta 1.3,Delhi,9121.11,2015,54000,Diesel,Manual,First,27.39,1248,74.0,5.0,Maruti,Baleno Zeta 1.3,9,India
Maruti Zen Estilo 1.1 VXI BSIII,Delhi,1839.55,2008,138000,Petrol,Manual,First,18.2,1061,64.0,5.0,Maruti,Zen Estilo 1.1 VXI BSIII,16,India
BMW 7 Series 730Ld,Chennai,79713.92,2014,35000,Diesel,Automatic,First,16.46,2993,258.0,5.0,BMW,7 Series 730Ld,10,Germany
Audi Q7 4.2 TDI Quattro Technology,Bangalore,73582.08,2015,50000,Diesel,Automatic,First,11.33,4134,335.2,7.0,Audi,Q7 4.2 TDI Quattro Technology,9,Germany
BMW X5 xDrive 30d,Hyderabad,33709.79,2011,124652,Diesel,Automatic,First,11.7,2993,245.0,5.0,BMW,X5 xDrive 30d,13,Germany
Maruti Ritz LXI,Hyderabad,6591.73,2013,80264,Petrol,Manual,First,21.1,1197,85.8,5.0,Maruti,Ritz LXI,11,India
Nissan Sunny 2011-2014 Diesel XL,Pune,5748.6,2013,125600,Diesel,Manual,First,21.64,1461,84.8,5.0,Nissan,Sunny 2011-2014 Diesel XL,11,Japan
Toyota Corolla Altis 1.8 Limited Edition,Mumbai,13719.99,2015,49000,Petrol,Manual,First,14.28,1798,138.03,5.0,Toyota,Corolla Altis 1.8 Limited Edition,9,Japan
Toyota Etios VXD,Pune,7281.56,2012,111000,Diesel,Manual,First,23.59,1364,67.1,5.0,Toyota,Etios VXD,12,Japan
Toyota Corolla Altis GL MT,Coimbatore,22381.22,2016,33690,Petrol,Manual,First,14.28,1798,138.03,5.0,Toyota,Corolla Altis GL MT,8,Japan
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,26826.8,2012,50000,Diesel,Automatic,First,17.68,1968,174.33,5.0,Audi,A6 2011-2015 2.0 TDI Premium Plus,12,Germany
Maruti Ertiga ZDI,Kolkata,7971.39,2012,38092,Diesel,Manual,First,20.77,1248,88.8,7.0,Maruti,Ertiga ZDI,12,India
Hyundai Grand i10 Sportz,Coimbatore,9259.08,2017,47774,Petrol,Manual,First,18.9,1197,82.0,5.0,Hyundai,Grand i10 Sportz,7,South Korea
Tata Indigo CS LX (TDI) BS III,Chennai,4138.99,2009,167000,Diesel,Manual,Second,19.09,1396,69.0,5.0,Tata,Indigo CS LX (TDI) BS III,15,India
Maruti Swift Dzire AMT ZDI,Chennai,10347.48,2019,65000,Diesel,Automatic,First,26.59,1248,74.0,5.0,Maruti,Swift Dzire AMT ZDI,5,India
Volkswagen Polo Petrol Highline 1.6L,Kolkata,3602.46,2011,46000,Petrol,Manual,First,15.26,1598,103.5,5.0,Volkswagen,Polo Petrol Highline 1.6L,13,Germany
Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,7664.8,2017,16500,Petrol,Manual,First,23.84,1199,84.0,5.0,Tata,Tiago 1.2 Revotron XZ WO Alloy,7,India
Honda City i VTEC VX,Kolkata,10654.07,2016,39000,Petrol,Manual,First,17.8,1497,117.3,5.0,Honda,City i VTEC VX,8,Japan
Honda Amaze V Petrol,Jaipur,10270.83,2018,6000,Petrol,Manual,First,19.5,1199,86.76,5.0,Honda,Amaze V Petrol,6,Japan
Audi A4 35 TDI Premium,Hyderabad,38324.0,2015,60000,Diesel,Automatic,First,17.11,1968,174.33,5.0,Audi,A4 35 TDI Premium,9,Germany
Volkswagen Vento Petrol Highline AT,Chennai,5748.6,2011,97320,Petrol,Automatic,First,14.4,1598,103.6,5.0,Volkswagen,Vento Petrol Highline AT,13,Germany
Volkswagen Vento Diesel Trendline,Chennai,5748.6,2011,99807,Diesel,Manual,First,20.54,1598,103.6,5.0,Volkswagen,Vento Diesel Trendline,13,Germany
Honda City 1.5 S MT,Pune,7818.1,2013,46000,Petrol,Manual,First,17.0,1497,118.0,5.0,Honda,City 1.5 S MT,11,Japan
Maruti Wagon R LXI,Mumbai,3755.75,2010,12000,Petrol,Manual,First,22.5,998,67.04,5.0,Maruti,Wagon R LXI,14,India
Skoda Superb 2.8 V6 AT,Kolkata,4982.12,2005,13002,Petrol,Automatic,First,9.3,2771,193.1,5.0,Skoda,Superb 2.8 V6 AT,19,Czech Republic
Honda City i DTEC SV,Kolkata,8431.28,2014,26000,Diesel,Manual,First,26.0,1498,98.6,5.0,Honda,City i DTEC SV,10,Japan
Maruti Wagon R LXI CNG,Kochi,5779.26,2014,68365,CNG,Manual,First,26.6,998,58.16,5.0,Maruti,Wagon R LXI CNG,10,India
Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,75482.95,2016,27833,Diesel,Automatic,First,0.0,2987,165.0,5.0,Mercedes-Benz,M-Class ML 350 4Matic,8,Germany
Maruti Alto 800 LXI,Kochi,4660.2,2016,51639,Petrol,Manual,First,22.74,796,47.3,5.0,Maruti,Alto 800 LXI,8,India
Hyundai i20 Magna 1.2,Delhi,7511.5,2015,21000,Petrol,Manual,First,18.6,1197,81.83,5.0,Hyundai,i20 Magna 1.2,9,South Korea
Ford Ecosport 1.5 DV5 MT Trend,Bangalore,9581.0,2013,90000,Diesel,Manual,First,22.7,1498,89.84,5.0,Ford,Ecosport 1.5 DV5 MT Trend,11,USA
BMW 3 Series GT 320d Luxury Line,Hyderabad,50587.68,2015,36255,Diesel,Automatic,First,19.59,1995,184.0,5.0,BMW,3 Series GT 320d Luxury Line,9,Germany
BMW X5 xDrive 30d,Chennai,41389.92,2011,58000,Diesel,Automatic,Second,11.7,2993,245.0,5.0,BMW,X5 xDrive 30d,13,Germany
Honda Amaze S i-Vtech,Coimbatore,7986.72,2014,48997,Petrol,Manual,Second,18.0,1198,86.7,5.0,Honda,Amaze S i-Vtech,10,Japan
Ford EcoSport 1.5 Ti VCT MT Titanium,Mumbai,8814.52,2014,31130,Petrol,Manual,First,15.85,1499,110.4,5.0,Ford,EcoSport 1.5 Ti VCT MT Titanium,10,USA
Jaguar XF 3.0 Litre S Premium Luxury,Coimbatore,25416.48,2012,75668,Diesel,Automatic,First,14.74,2993,270.9,5.0,Jaguar,XF 3.0 Litre S Premium Luxury,12,UK
Toyota Corolla 1.8 J,Delhi,16862.56,2015,12000,Petrol,Manual,First,14.53,1798,138.0,5.0,Toyota,Corolla 1.8 J,9,Japan
Hyundai i10 Sportz,Pune,4292.29,2014,90000,Petrol,Manual,Second,20.36,1197,78.9,5.0,Hyundai,i10 Sportz,10,South Korea
Mercedes-Benz New C-Class C220 CDI Executive Edition,Kochi,58237.15,2019,17320,Diesel,Automatic,First,15.8,2148,170.0,5.0,Mercedes-Benz,New C-Class C220 CDI Executive Edition,5,Germany
Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,5595.3,2011,85000,Diesel,Manual,Second,20.0,1968,108.5,5.0,Skoda,Laura Ambiente 2.0 TDI CR MT,13,Czech Republic
Ford Endeavour 4x2 XLT,Hyderabad,9197.76,2007,130000,Diesel,Manual,First,13.1,2499,141.0,7.0,Ford,Endeavour 4x2 XLT,17,USA
Ford Figo Petrol EXI,Coimbatore,6959.64,2013,60328,Petrol,Manual,First,15.6,1196,70.0,5.0,Ford,Figo Petrol EXI,11,USA
Honda Amaze S i-Vtech,Kochi,8277.98,2015,34327,Petrol,Manual,First,18.0,1198,86.7,5.0,Honda,Amaze S i-Vtech,9,Japan
Tata Indica Vista TDI LS,Mumbai,5058.77,2014,75000,Diesel,Manual,First,19.1,1405,70.0,5.0,Tata,Indica Vista TDI LS,10,India
Volvo XC60 D4 Summum,Hyderabad,27976.52,2012,86000,Diesel,Automatic,Second,14.7,1985,163.0,5.0,Volvo,XC60 D4 Summum,12,Sweden
Datsun Redi GO Sport,Bangalore,4752.18,2017,12000,Petrol,Manual,First,22.7,799,53.0,5.0,Datsun,Redi GO Sport,7,Japan
Hyundai EON Era Plus,Kochi,5886.57,2013,57759,Petrol,Manual,First,21.1,814,55.2,5.0,Hyundai,EON Era Plus,11,South Korea
Maruti Alto 800 VXI,Kolkata,3740.42,2016,24300,Petrol,Manual,First,22.74,796,47.3,5.0,Maruti,Alto 800 VXI,8,India
Volkswagen Polo Petrol Trendline 1.2L,Bangalore,5518.66,2011,66000,Petrol,Manual,Second,16.47,1198,73.9,5.0,Volkswagen,Polo Petrol Trendline 1.2L,13,Germany
Hyundai i10 Asta,Mumbai,5978.54,2015,75915,Petrol,Manual,First,20.36,1197,78.9,5.0,Hyundai,i10 Asta,9,South Korea
Nissan Sunny 2011-2014 XL,Chennai,4445.58,2013,107000,Petrol,Manual,Second,16.95,1498,97.7,5.0,Nissan,Sunny 2011-2014 XL,11,Japan
Toyota Corolla Altis G,Chennai,5365.36,2008,86000,Petrol,Manual,Second,14.53,1798,138.1,5.0,Toyota,Corolla Altis G,16,Japan
Hyundai Verna CRDi ABS,Chennai,5365.36,2009,160000,Diesel,Manual,Second,18.1,1493,110.0,5.0,Hyundai,Verna CRDi ABS,15,South Korea
Maruti Alto 800 2016-2019 LXI Optional,Jaipur,5365.36,2019,3000,Petrol,Manual,First,24.7,796,47.3,5.0,Maruti,Alto 800 2016-2019 LXI Optional,5,India
Hyundai i20 Sportz 1.4 CRDi,Hyderabad,10730.72,2015,72495,Diesel,Manual,First,21.9,1396,88.76,5.0,Hyundai,i20 Sportz 1.4 CRDi,9,South Korea
Hyundai Verna 1.6 CRDi AT S,Chennai,13336.75,2016,33000,Diesel,Automatic,First,19.08,1582,126.2,5.0,Hyundai,Verna 1.6 CRDi AT S,8,South Korea
Audi Q7 3.0 TDI Quattro Technology,Hyderabad,68983.2,2014,60000,Diesel,Automatic,First,12.07,2967,241.4,7.0,Audi,Q7 3.0 TDI Quattro Technology,10,Germany
Tata Indica V2 eLS,Hyderabad,2759.33,2016,80103,Diesel,Manual,First,25.0,1396,69.0,5.0,Tata,Indica V2 eLS,8,India
Chevrolet Spark 1.0 LS,Kolkata,1517.63,2007,42100,Petrol,Manual,First,18.0,995,62.0,5.0,Chevrolet,Spark 1.0 LS,17,USA
